final_episode_id,id,route_label,start_time,end_time,rows,latitude_start,longitude_start,latitude_end,longitude_end,primary_serving_cell_key,primary_serving_eci,primary_serving_pci,primary_earfcn,primary_band,min_actual_tp,median_actual_tp,max_expected_tp,max_expected_gap,min_actual_expected_ratio,max_row_priority,mean_row_priority,max_row_impact,mean_row_impact,max_row_confidence,mean_row_confidence,consensus_rows,statistical_only_rows,ml_only_rows,dominant_statistical_type,dominant_ml_type,dominant_impact_family,fusion_source_mode,duration_seconds,span_seconds_inclusive,observed_anomalous_seconds,episode_density_0_1,longest_consecutive_run_seconds,distance_affected_m,agreement_pct,underperform_vs_p75_flag_rows,underperform_vs_rb_p75_flag_rows,low_rb_efficiency_high_rb_flag_rows,ca_underperformance_flag_rows,radio_limited_degradation_flag_rows,rolling_drop_flag_rows,sudden_drop_flag_rows,rolling_sustained_degradation_flag_rows,ml_q75_resource_underperformance_flag_rows,ml_hgb_resource_underperformance_flag_rows,ml_hgb_temporal_underperformance_flag_rows,near_handover_execution_flag_rows,near_handover_failure_flag_rows,near_rach_failure_flag_rows,near_ca_activation_change_flag_rows,strong_direct_evidence_rows,direct_evidence_coverage_0_1,coverage_planning_review_flag,episode_persistence_score_0_100,episode_impact_score_0_100,episode_detection_confidence_0_100,episode_final_priority_0_100,episode_impact_severity,episode_detection_confidence,final_episode_handoff_flag,episode_priority_severity
LTE-TP-EP-000759,542020041221088+20250827135949+Fiji-Nadi-LTE-DL-D!20250827134144,Fiji-Nadi-LTE-DL-D,2025-08-27 03:40:28+02:00,2025-08-27 03:40:29+02:00,2,-17.7760833,177.4083793,-17.7760271,177.4083642,ECI:1069373.0,1069373.0,135.0,40790.0,41.0,9.059376,20.7222845,119.0290425,86.6438495,0.15773150221184176,79.65,72.66,70.93,65.03,90.31,81.99000000000001,0,2,0,rb_conditioned_underperformance,ml_hgb_strict_causal_temporal_underperformance,capability,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,13.003537572209503,0.0,1,1,0,0,0,2,2,0,0,0,1,0,0,0,2,7,1.0,False,24.0,57.72,75.65,65.79,High,High,True,High
LTE-TP-EP-000829,542020041221088+20250827141150+Fiji-Nadi-LTE-DL-D!20250827140658,Fiji-Nadi-LTE-DL-D,2025-08-27 04:04:58+02:00,2025-08-27 04:04:58+02:00,1,-17.76531034,177.44444824,-17.76531034,177.44444824,ECI:1066036.0,1066036.0,125.0,41186.0,41.0,3.035208,3.035208,28.109289366299993,25.074081366299993,0.10797882367097074,78.61,78.61,69.96,69.96,89.18,89.18,0,1,0,sudden_drop,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,0.10294614179956273,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1.0,False,17.0,56.72,76.89,65.79,High,High,True,High
LTE-TP-EP-000370,542020041221088+20250827123136+Fiji-Nadi-LTE-DL-D!20250827114007,Fiji-Nadi-LTE-DL-D,2025-08-27 01:39:30+02:00,2025-08-27 01:39:31+02:00,2,-17.7889648,177.4150236,-17.7890484,177.4149429,ECI:1069377.0,1069377.0,137.0,40988.0,41.0,0.013408,0.58558,,,,77.3,76.41499999999999,90.95,88.95,61.57,61.09,0,2,0,radio_limited_degradation,normal,radio,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,25.20841826303278,0.0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2,4,1.0,True,24.0,73.71,56.06,65.77,High,Medium,True,High
LTE-TP-EP-001043,542020041221088+20250827160614+Fiji-Nadi-LTE-DL-D!20250827155934,Fiji-Nadi-LTE-DL-D,2025-08-27 05:57:50+02:00,2025-08-27 05:57:51+02:00,2,-17.8003933,177.4524545,-17.80039394,177.45245447,ECI:3631411.0,3631411.0,211.0,40790.0,41.0,1.257504,2.551472,,,,78.2,75.44,86.6,82.07,67.93,67.34,0,2,0,radio_limited_degradation,normal,radio,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,12.659941140950258,0.0,0,0,1,0,2,0,0,2,0,0,0,2,0,0,2,5,1.0,True,24.0,69.82,60.8,65.76,High,High,True,High
LTE-TP-EP-000437,542020041221088+20250827123738+Fiji-Nadi-LTE-DL-D!20250827115101,Fiji-Nadi-LTE-DL-D,2025-08-27 01:48:59+02:00,2025-08-27 01:48:59+02:00,1,-17.7742432,177.3748038,-17.7742432,177.3748038,EARFCN:40988.0|PCI:158.0,,158.0,40988.0,41.0,12.979688,12.979688,74.31100440549699,61.33131640549699,0.17466710487686338,78.55,78.55,71.4,71.4,87.28,87.28,0,1,0,rolling_local_drop,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1.0,False,17.0,57.8,75.46,65.75,High,High,True,High
LTE-TP-EP-001883,542020041221088+20250828135437+Fiji-Nadi-LTE-DL-D!20250828135310,Fiji-Nadi-LTE-DL-D,2025-08-28 03:52:25+02:00,2025-08-28 03:52:25+02:00,1,-17.6176483,177.4482083,-17.6176483,177.4482083,ECI:1079093.0,1079093.0,168.0,41384.0,41.0,5.220264,5.220264,47.0651145,41.8448505,0.11091578243159272,78.53,78.53,67.93,67.93,91.49,91.49,0,1,0,rb_efficiency_underperformance,normal,capability,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,12.144279196724373,0.0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,6,1.0,True,17.0,55.2,78.62,65.74,High,High,True,High
LTE-TP-EP-000395,542020041221088+20250827123437+Fiji-Nadi-LTE-DL-D!20250827114425,Fiji-Nadi-LTE-DL-D,2025-08-27 01:42:49+02:00,2025-08-27 01:42:52+02:00,4,-17.7963985,177.3996545,-17.79636789,177.39939733,ECI:1069087.0,1069087.0,140.0,1850.0,3.0,1.3237439,1.89598,,,,74.48,72.8475,95.37,92.9425,51.34,48.29,0,4,0,radio_limited_degradation,normal,radio,statistical_only_retained,3.0,4.0,4.0,1.0,4.0,40.99120594677857,0.0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,8,1.0,True,38.0,80.42,47.74,65.72,Critical,Medium,True,High
LTE-TP-EP-001522,542020041221088+20250828123522+Fiji-Nadi-LTE-DL-D!20250828123323,Fiji-Nadi-LTE-DL-D,2025-08-28 02:33:05+02:00,2025-08-28 02:33:06+02:00,2,-17.6296636,177.4401571,-17.6296178,177.4402082,ECI:1079576.0,1079576.0,345.0,356.0,1.0,1.364344,3.733368,,,,72.44,71.64,86.22,77.93,72.3,63.945,0,2,0,radio_limited_degradation,normal,radio,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,14.67013073597391,0.0,0,1,1,0,2,0,0,2,0,0,0,2,0,0,2,6,1.0,True,24.0,68.59,62.14,65.69,High,High,True,High
LTE-TP-EP-000093,542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,Fiji-Nadi-LTE-DL-D,2025-08-27 00:20:14+02:00,2025-08-27 00:20:14+02:00,1,-17.8097893,177.40692068,-17.8097893,177.40692068,ECI:1064906.0,1064906.0,311.0,500.0,1.0,4.681368,4.681368,,,,78.41,78.41,74.62,74.62,83.04,83.04,0,1,0,rb_efficiency_underperformance,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,13.316117799545491,0.0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,6,1.0,True,17.0,60.22,72.28,65.64,High,High,True,High
LTE-TP-EP-000236,542020041221088+20250827111708+Fiji-Nadi-LTE-DL-D!20250827110046,Fiji-Nadi-LTE-DL-D,2025-08-27 00:59:34+02:00,2025-08-27 00:59:34+02:00,1,-17.7803162,177.4853279,-17.7803162,177.4853279,ECI:1070366.0,1070366.0,333.0,1850.0,3.0,0.444488,0.444488,,,,78.37,78.37,89.44,89.44,64.84,64.84,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,5.762819813500706,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1.0,True,17.0,71.33,58.63,65.61,High,Medium,True,High
LTE-TP-EP-000312,542020041221088+20250827121333+Fiji-Nadi-LTE-DL-D!20250827112914,Fiji-Nadi-LTE-DL-D,2025-08-27 01:29:11+02:00,2025-08-27 01:29:12+02:00,2,-17.7794351,177.42636144,-17.7793767,177.4261636,ECI:1065675.0,1065675.0,321.0,356.0,1.0,0.43556,2.5316199999999998,23.049003623126012,19.892076195647782,0.021426987171939596,75.39,72.805,73.26,65.105,86.43,82.21000000000001,0,2,0,rb_efficiency_underperformance,ml_quantile_p75_resource_underperformance,temporal,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,32.85222396339756,0.0,0,1,1,0,1,2,1,0,1,0,0,0,0,0,2,7,1.0,True,24.0,58.91,73.77,65.59,High,High,True,High
LTE-TP-EP-001610,542020041221088+20250828124943+Fiji-Nadi-LTE-DL-D!20250828124907,Fiji-Nadi-LTE-DL-D,2025-08-28 02:49:05+02:00,2025-08-28 02:49:07+02:00,3,-17.6290491,177.451868,-17.6290732,177.45197786,ECI:1077825.0,1077825.0,167.0,41384.0,41.0,0.017424,8.007936,,,,80.85,65.59666666666666,90.94,70.69666666666667,68.51,59.35666666666666,0,3,0,radio_limited_degradation,normal,radio,statistical_only_retained,2.0,3.0,3.0,1.0,3.0,35.823930816429154,0.0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,6,1.0,True,31.0,70.89,59.09,65.58,High,Medium,True,High
LTE-TP-EP-000455,542020041221088+20250827123938+Fiji-Nadi-LTE-DL-D!20250827115735,Fiji-Nadi-LTE-DL-D,2025-08-27 01:56:48+02:00,2025-08-27 01:56:48+02:00,1,-17.77230661,177.36877039,-17.77230661,177.36877039,ECI:1066814.0,1066814.0,156.0,40790.0,41.0,7.565872,7.565872,44.1015566245362,36.5356846245362,0.17155566785120405,78.3,78.3,67.04,67.04,92.07,92.07,0,1,0,sudden_drop,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,8.776191262610862,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1.0,False,17.0,54.53,79.05,65.57,Medium,High,True,High
LTE-TP-EP-000237,542020041221088+20250827111708+Fiji-Nadi-LTE-DL-D!20250827110046,Fiji-Nadi-LTE-DL-D,2025-08-27 00:59:36+02:00,2025-08-27 00:59:36+02:00,1,-17.7803483,177.4854561,-17.7803483,177.4854561,ECI:1070366.0,1070366.0,333.0,1850.0,3.0,0.480152,0.480152,,,,78.28,78.28,89.32,89.32,64.78,64.78,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,7.370026622919107,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1.0,True,17.0,71.24,58.58,65.55,High,Medium,True,High
LTE-TP-EP-000338,542020041221088+20250827122335+Fiji-Nadi-LTE-DL-D!20250827113336,Fiji-Nadi-LTE-DL-D,2025-08-27 01:33:30+02:00,2025-08-27 01:33:30+02:00,1,-17.7638695,177.43115242,-17.7638695,177.43115242,ECI:1072404.0,1072404.0,393.0,500.0,1.0,9.7209835,9.7209835,56.39900992936596,46.67802642936596,0.17236088917473102,78.25,78.25,68.91,68.91,89.67,89.67,0,1,0,sudden_drop,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,6.101263106549858,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1.0,False,17.0,55.93,77.25,65.53,High,High,True,High
LTE-TP-EP-001081,542020041221088+20250827161234+Fiji-Nadi-LTE-DL-D!20250827161029,Fiji-Nadi-LTE-DL-D,2025-08-27 06:08:34+02:00,2025-08-27 06:08:36+02:00,3,-17.8139545,177.4379085,-17.81397366,177.43792649,ECI:1070110.0,1070110.0,332.0,1850.0,3.0,3.362592,4.583288,27.996896250000002,23.413608250000003,0.1637070037718913,79.41,68.16666666666667,88.23,75.41333333333334,68.64,59.31333333333333,0,3,0,ca_underperformance,normal,radio,statistical_only_retained,2.0,3.0,3.0,1.0,3.0,5.831807688811335,0.0,1,1,2,1,2,0,0,3,0,0,0,3,0,0,3,10,1.0,True,31.0,70.72,59.15,65.51,High,Medium,True,High
LTE-TP-EP-001571,542020041221088+20250828124043+Fiji-Nadi-LTE-DL-D!20250828124009,Fiji-Nadi-LTE-DL-D,2025-08-28 02:40:08+02:00,2025-08-28 02:40:09+02:00,2,-17.6222711,177.4411971,-17.62227107,177.44119729,ECI:1079095.0,1079095.0,169.0,41384.0,41.0,7.777888,9.909556,98.07729499999999,90.29940699999999,0.07930365534653051,82.05,66.72,85.65,66.595,77.65,66.875,0,2,0,ca_underperformance,normal,capability,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,24.65028635018337,0.0,2,2,1,2,0,0,0,1,0,0,0,2,0,0,2,8,1.0,False,24.0,65.47,65.54,65.51,High,High,True,High
LTE-TP-EP-002140,542020041221088+20250828154002+Fiji-Nadi-LTE-DL-D!20250828153143,Fiji-Nadi-LTE-DL-D,2025-08-28 05:30:40+02:00,2025-08-28 05:30:43+02:00,4,-17.6897531,177.4115995,-17.6899847,177.4118301,ECI:1066822.0,1066822.0,157.0,9310.0,28.0,1.226808,2.48996,,,,72.49,66.8725,86.71,81.94999999999999,67.57,48.445,0,4,0,radio_limited_degradation,normal,radio,statistical_only_retained,3.0,4.0,4.0,1.0,4.0,47.133776695078005,0.0,0,0,1,0,4,0,1,4,0,0,0,4,4,4,4,10,1.0,True,38.0,73.34,55.9,65.49,High,Medium,True,High
LTE-TP-EP-001744,542020041221088+20250828132735+Fiji-Nadi-LTE-DL-D!20250828132130,Fiji-Nadi-LTE-DL-D,2025-08-28 03:19:32+02:00,2025-08-28 03:19:32+02:00,1,-17.61804793,177.46705578,-17.61804793,177.46705578,ECI:3635992.0,3635992.0,234.0,500.0,1.0,0.17656,0.17656,,,,78.21,78.21,90.38,90.38,63.33,63.33,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,6.201677105438012,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1.0,True,17.0,72.04,57.5,65.49,High,Medium,True,High
LTE-TP-EP-001098,542020041221088+20250827161234+Fiji-Nadi-LTE-DL-D!20250827161029,Fiji-Nadi-LTE-DL-D,2025-08-27 06:10:25+02:00,2025-08-27 06:10:26+02:00,2,-17.8140552,177.443169,-17.81405576,177.44316901,ECI:1064992.0,1064992.0,469.0,1850.0,3.0,2.881592,4.202768,,,,78.02,74.62,89.91,85.28999999999999,63.49,61.575,0,2,0,radio_limited_degradation,normal,radio,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,5.6169418940011555,0.0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,5,1.0,True,24.0,72.28,57.14,65.47,High,Medium,True,High
LTE-TP-EP-001366,542020041221088+20250828115753+Fiji-Nadi-LTE-DL-D!20250828113321,Fiji-Nadi-LTE-DL-D,2025-08-28 01:31:42+02:00,2025-08-28 01:31:43+02:00,2,-17.60485152,177.45749359,-17.60490083,177.45750724,ECI:1076799.0,1076799.0,184.0,40988.0,41.0,0.707792,1.0877439999999998,,,,77.71,75.27,88.52,87.19,64.49,60.699999999999996,0,2,0,radio_limited_degradation,normal,radio,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,5.802376327668146,0.0,0,0,0,0,2,1,0,2,0,0,0,2,0,0,2,5,1.0,True,24.0,72.06,57.42,65.47,High,Medium,True,High
LTE-TP-EP-001038,542020041221088+20250827160414+Fiji-Nadi-LTE-DL-D!20250827155722,Fiji-Nadi-LTE-DL-D,2025-08-27 05:57:18+02:00,2025-08-27 05:57:18+02:00,1,-17.79967259,177.45104095,-17.79967259,177.45104095,ECI:1065023.0,1065023.0,470.0,40988.0,41.0,0.600824,0.600824,,,,78.18,78.18,88.9,88.9,65.07,65.07,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,4.135280245576766,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1.0,True,17.0,70.92,58.8,65.47,High,Medium,True,High
LTE-TP-EP-002030,542020041221088+20250828141838+Fiji-Nadi-LTE-DL-D!20250828141754,Fiji-Nadi-LTE-DL-D,2025-08-28 04:17:13+02:00,2025-08-28 04:17:14+02:00,2,-17.61122278,177.45839742,-17.61117792,177.45848923,ECI:1076541.0,1076541.0,140.0,40790.0,41.0,3.119096,5.36598,49.4498,46.330704000000004,0.0630760083963939,79.17,72.295,75.59,69.005,83.54,76.315,0,2,0,ca_underperformance,normal,capability,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,11.066263228336627,0.0,2,2,2,2,0,0,0,2,0,0,0,2,0,0,2,10,1.0,False,24.0,61.05,70.85,65.46,High,High,True,High
LTE-TP-EP-001639,542020041221088+20250828125404+Fiji-Nadi-LTE-DL-D!20250828125334,Fiji-Nadi-LTE-DL-D,2025-08-28 02:52:56+02:00,2025-08-28 02:52:56+02:00,1,-17.63119972,177.45446859,-17.63119972,177.45446859,ECI:3640375.0,3640375.0,167.0,40988.0,41.0,3.333944,3.333944,,,,78.1,78.1,88.33,88.33,65.6,65.6,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,12.069477033762272,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1.0,True,17.0,70.5,59.2,65.41,High,Medium,True,High
LTE-TP-EP-002004,542020041221088+20250828141358+Fiji-Nadi-LTE-DL-D!20250828141324,Fiji-Nadi-LTE-DL-D,2025-08-28 04:12:33+02:00,2025-08-28 04:12:34+02:00,2,-17.61421761,177.4631305,-17.61430045,177.46310326,ECI:1076279.0,1076279.0,179.0,356.0,1.0,3.392448,3.556884,38.729599,35.008279,0.09608465091518247,71.0,69.87,88.13,77.69,70.55,60.31,0,2,0,ca_underperformance,normal,capability,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,20.42294531709725,0.0,1,1,1,1,1,2,0,2,0,0,0,2,0,0,2,9,1.0,True,24.0,69.49,60.35,65.38,High,High,True,High
LTE-TP-EP-000475,542020041221088+20250827131243+Fiji-Nadi-LTE-DL-D!20250827120629,Fiji-Nadi-LTE-DL-D,2025-08-27 02:04:57+02:00,2025-08-27 02:04:58+02:00,2,-17.77702995,177.37680136,-17.7771371,177.3769063,ECI:1066813.0,1066813.0,158.0,40988.0,41.0,0.494304,0.502288,,,,76.79,76.575,89.27,89.24,61.6,61.085,0,2,0,radio_limited_degradation,normal,radio,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,16.912401080681125,0.0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,2,4,1.0,True,24.0,72.94,56.07,65.35,High,Medium,True,High
LTE-TP-EP-001745,542020041221088+20250828132735+Fiji-Nadi-LTE-DL-D!20250828132130,Fiji-Nadi-LTE-DL-D,2025-08-28 03:19:34+02:00,2025-08-28 03:19:34+02:00,1,-17.6180761,177.4668967,-17.6180761,177.4668967,ECI:3635992.0,3635992.0,234.0,500.0,1.0,0.235,0.235,,,,78.02,78.02,90.18,90.18,63.16,63.16,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,6.139594416891456,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1.0,True,17.0,71.89,57.37,65.35,High,Medium,True,High
LTE-TP-EP-000303,542020041221088+20250827115912+Fiji-Nadi-LTE-DL-D!20250827112451,Fiji-Nadi-LTE-DL-D,2025-08-27 01:24:37+02:00,2025-08-27 01:24:39+02:00,3,-17.7706965,177.4376038,-17.7708088,177.4374678,ECI:1066038.0,1066038.0,123.0,41384.0,41.0,0.129184,7.197552,70.7488185,53.4616585,0.005301528916245572,78.98,68.33999999999999,77.32,62.10999999999999,81.0,75.95333333333333,0,3,0,rb_conditioned_underperformance,normal,temporal,statistical_only_retained,2.0,3.0,3.0,1.0,3.0,40.90094791328302,0.0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,3,7,1.0,False,31.0,61.94,69.49,65.34,High,High,True,High
LTE-TP-EP-000835,542020041221088+20250827141150+Fiji-Nadi-LTE-DL-D!20250827140658,Fiji-Nadi-LTE-DL-D,2025-08-27 04:05:41+02:00,2025-08-27 04:05:41+02:00,1,-17.76555018,177.44188484,-17.76555018,177.44188484,ECI:1066036.0,1066036.0,125.0,41186.0,41.0,0.041176,0.041176,,,,78.01,78.01,78.86,78.86,76.97,76.97,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,7.955723987596877,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1.0,True,17.0,63.4,67.73,65.34,High,High,True,High
LTE-TP-EP-001126,542020041221088+20250828103047+Fiji-Nadi-LTE-DL-D!20250828102736,Fiji-Nadi-LTE-DL-D,2025-08-28 00:26:18+02:00,2025-08-28 00:26:20+02:00,3,-17.728182,177.4539678,-17.7279807,177.4539028,ECI:1066294.0,1066294.0,487.0,41384.0,41.0,0.124352,1.213984,17.355182631642045,16.141198631642045,0.010206380371530033,73.97,72.85666666666667,65.75,63.36000000000001,90.11,84.46333333333332,0,3,0,rolling_local_drop,normal,temporal,statistical_only_retained,2.0,3.0,3.0,1.0,3.0,36.158840392597135,0.0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,3,5,1.0,True,31.0,56.46,76.17,65.33,High,High,True,High
LTE-TP-EP-001390,542020041221088+20250828120254+Fiji-Nadi-LTE-DL-D!20250828113742,Fiji-Nadi-LTE-DL-D,2025-08-28 01:37:24+02:00,2025-08-28 01:37:24+02:00,1,-17.6035532,177.4559767,-17.6035532,177.4559767,ECI:1082165.0,1082165.0,184.0,41384.0,41.0,0.6846,0.6846,,,,77.99,77.99,97.6,97.6,54.03,54.03,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,14.963008057837481,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1.0,True,17.0,77.45,50.52,65.33,High,Medium,True,High
LTE-TP-EP-000949,542020041221088+20250827152052+Fiji-Nadi-LTE-DL-D!20250827151954,Fiji-Nadi-LTE-DL-D,2025-08-27 05:19:12+02:00,2025-08-27 05:19:12+02:00,1,-17.74355048,177.44163067,-17.74355048,177.44163067,ECI:1068606.0,1068606.0,120.0,40790.0,41.0,8.886376,8.886376,51.60441846028064,42.71804246028064,0.1722018436626652,77.95,77.95,68.16,68.16,89.91,89.91,0,1,0,sudden_drop,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,2.109198373521373,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1.0,False,17.0,55.37,77.43,65.3,High,High,True,High
LTE-TP-EP-002081,542020041221088+20250828143419+Fiji-Nadi-LTE-DL-D!20250828143343,Fiji-Nadi-LTE-DL-D,2025-08-28 04:33:30+02:00,2025-08-28 04:33:30+02:00,1,-17.6208789,177.44822358,-17.6208789,177.44822358,ECI:3636030.0,3636030.0,232.0,41186.0,41.0,11.16524,11.16524,105.7221075,94.55686750000001,0.10560932111573731,77.94,77.94,79.88,79.88,75.58,75.58,0,1,0,ca_underperformance,normal,capability,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,0.06570626949154554,0.0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,4,1.0,False,17.0,64.16,66.68,65.3,High,High,True,High
LTE-TP-EP-002124,542020041221088+20250828153842+Fiji-Nadi-LTE-DL-D!20250828152712,Fiji-Nadi-LTE-DL-D,2025-08-28 05:26:26+02:00,2025-08-28 05:26:28+02:00,3,-17.678618,177.3973326,-17.6784884,177.3975848,ECI:1079367.0,1079367.0,318.0,9310.0,28.0,0.470016,0.483712,,,,75.65,74.71333333333334,89.35,89.06,58.95,57.173333333333325,0,3,0,radio_limited_degradation,normal,radio,statistical_only_retained,2.0,3.0,3.0,1.0,3.0,45.435096780370586,0.0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,6,1.0,True,31.0,74.69,53.77,65.28,High,Medium,True,High
LTE-TP-EP-001155,542020041221088+20250828103707+Fiji-Nadi-LTE-DL-D!20250828103621,Fiji-Nadi-LTE-DL-D,2025-08-28 00:35:42+02:00,2025-08-28 00:35:42+02:00,1,-17.6844334,177.4146479,-17.6844334,177.4146479,ECI:1081374.0,1081374.0,453.0,1850.0,3.0,35.62661,35.62661,102.526375,66.899765,0.3474872685199296,68.91,68.91,48.18,48.18,94.25,94.25,1,0,0,sudden_drop,ml_hgb_strict_causal_temporal_underperformance,resource,statistical_and_ml_consensus,0.0,1.0,1.0,1.0,1.0,16.86982305661462,100.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,4,1.0,False,17.0,40.38,95.69,65.27,Medium,Very High,True,High
LTE-TP-EP-000502,542020041221088+20250827131624+Fiji-Nadi-LTE-DL-D!20250827121056,Fiji-Nadi-LTE-DL-D,2025-08-27 02:09:21+02:00,2025-08-27 02:09:26+02:00,6,-17.79462156,177.39535647,-17.7951947,177.3958751,ECI:1069126.0,1069126.0,138.0,9310.0,28.0,1.891296,2.7778840000000002,,,,73.14,68.10166666666667,93.38,89.98,48.41,41.361666666666665,0,6,0,radio_limited_degradation,normal,radio,statistical_only_retained,5.0,6.0,6.0,1.0,6.0,98.51421349333513,0.0,0,0,0,0,6,0,1,6,0,0,0,6,0,0,6,13,1.0,True,52.0,82.18,44.55,65.25,Critical,Medium,True,High
LTE-TP-EP-001193,542020041221088+20250828104747+Fiji-Nadi-LTE-DL-D!20250828104718,Fiji-Nadi-LTE-DL-D,2025-08-28 00:46:02+02:00,2025-08-28 00:46:04+02:00,3,-17.6418683,177.4317315,-17.6420647,177.4318327,ECI:1081654.0,1081654.0,16.0,41384.0,41.0,3.518032,3.540848,62.203377,58.685345000000005,0.056556929377001505,80.88,64.15333333333334,81.65,76.63666666666667,79.94,48.89666666666667,0,3,0,radio_limited_degradation,normal,radio,statistical_only_retained,2.0,3.0,3.0,1.0,3.0,37.360552667448246,0.0,1,1,1,1,2,0,0,3,0,0,0,3,0,0,3,9,1.0,True,31.0,67.73,62.19,65.24,High,High,True,High
LTE-TP-EP-000018,542020041221088+20250827094725+Fiji-Nadi-LTE-DL-D!20250827094401,Fiji-Nadi-LTE-DL-D,2025-08-26 23:43:37+02:00,2025-08-26 23:43:37+02:00,1,-17.81350226,177.39803618,-17.81350226,177.39803618,ECI:1067570.0,1067570.0,151.0,41186.0,41.0,0.013496,0.013496,19.75472707269558,19.74123107269558,0.0006831782565426473,77.87,77.87,75.3,75.3,81.0,81.0,0,1,0,sudden_drop,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,10.791606665475335,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,1.0,False,17.0,60.72,70.75,65.24,High,High,True,High
LTE-TP-EP-002084,542020041221088+20250828143639+Fiji-Nadi-LTE-DL-D!20250828143559,Fiji-Nadi-LTE-DL-D,2025-08-28 04:34:34+02:00,2025-08-28 04:34:34+02:00,1,-17.62258385,177.4440896,-17.62258385,177.4440896,ECI:1077812.0,1077812.0,385.0,41186.0,41.0,0.820128,0.820128,,,,77.87,77.87,88.13,88.13,65.32,65.32,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,0.17360693911001515,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1.0,True,17.0,70.35,58.99,65.24,High,Medium,True,High
