operational_incident_id,id,route_label,start_time,end_time,strict_episodes,rows,total_anomalous_seconds,max_longest_run_seconds,peak_row_priority_0_100,episode_adjusted_priority_0_100,max_episode_impact,mean_episode_impact,max_episode_confidence,mean_episode_confidence,consensus_rows,high_quality_direct_evidence_rows,statistical_only_rows,ml_only_rows,coverage_planning_review_flag,dominant_statistical_type,dominant_ml_type,dominant_impact_family,primary_serving_cell_key,primary_serving_eci,primary_serving_pci,primary_earfcn,primary_band,latitude_start,longitude_start,latitude_end,longitude_end,duration_seconds,incident_agreement_coverage_0_1,incident_direct_evidence_coverage_0_1,incident_persistence_score_0_100,incident_final_impact_score_0_100,incident_final_confidence_0_100,incident_final_priority_0_100,incident_priority_severity,max_priority,mean_priority,max_impact,max_confidence,max_persistence
INC-000467,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,Fiji-Nadi-LTE-DL-D,2025-08-27 03:07:07+02:00,2025-08-27 03:07:08+02:00,1,2,2.0,2.0,84.99,79.33,70.49,70.49,90.12,90.12,1,2,1,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,resource,ECI:1072702.0,1072702.0,394.0,40790.0,41.0,-17.7807147,177.4301838,-17.7807147,177.4301838,1.0,0.5,1.0,19.67,57.78,87.1,70.97,High,70.97,70.97,57.78,87.1,19.67
INC-000781,542020041221088+20250828102746+Fiji-Nadi-LTE-DL-D!20250828102524,Fiji-Nadi-LTE-DL-D,2025-08-28 00:23:27+02:00,2025-08-28 00:23:28+02:00,1,2,2.0,2.0,88.02,79.04,69.79,69.79,90.35,90.35,1,2,1,0,True,ca_underperformance,ml_quantile_p75_resource_underperformance,resource,ECI:1071136.0,1071136.0,338.0,1850.0,3.0,-17.7371849,177.459908,-17.7371849,177.459908,1.0,0.5,1.0,19.67,57.26,87.28,70.77,High,70.77,70.77,57.26,87.28,19.67
INC-000657,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:12:37+02:00,2025-08-27 05:12:48+02:00,2,6,6.0,3.0,87.46,77.66,72.17,66.695,85.7,85.03999999999999,2,6,4,0,True,radio_limited_degradation,normal,temporal,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,-17.7531642,177.4542234,-17.7531273,177.4542602,11.0,0.3333333333333333,1.0,37.33,61.82,81.7,70.76,High,70.76,70.76,61.82,81.7,37.33
INC-000705,542020041221088+20250827153152+Fiji-Nadi-LTE-DL-D!20250827153105,Fiji-Nadi-LTE-DL-D,2025-08-27 05:29:02+02:00,2025-08-27 05:29:02+02:00,1,1,1.0,1.0,83.48,76.92,58.04,58.04,100.0,100.0,1,1,0,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,temporal,EARFCN:40790.0|PCI:120.0,,120.0,40790.0,41.0,-17.74493263,177.43975535,-17.74493263,177.43975535,0.0,1.0,1.0,13.17,46.82,100.0,70.75,High,70.75,70.75,46.82,100.0,13.17
INC-000986,542020041221088+20250828123202+Fiji-Nadi-LTE-DL-D!20250828122853,Fiji-Nadi-LTE-DL-D,2025-08-28 02:27:09+02:00,2025-08-28 02:27:16+02:00,2,4,4.0,3.0,88.18,80.45,66.6,64.97,97.37,82.465,1,4,3,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1079613.0,1079613.0,345.0,40790.0,41.0,-17.6227765,177.4353482,-17.6231251,177.4347721,7.0,0.25,1.0,34.33,58.04,85.92,70.59,High,70.59,70.59,58.04,85.92,34.33
INC-000540,542020041221088+20250827135949+Fiji-Nadi-LTE-DL-D!20250827134144,Fiji-Nadi-LTE-DL-D,2025-08-27 03:39:42+02:00,2025-08-27 03:39:44+02:00,1,2,2.0,1.0,95.28,79.33,70.5,70.5,90.12,90.12,1,2,1,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,resource,ECI:1069374.0,1069374.0,137.0,40790.0,41.0,-17.778136,177.4101496,-17.778023,177.4100168,2.0,0.5,1.0,14.67,56.54,87.1,70.29,High,70.29,70.29,56.54,87.1,14.67
INC-000261,542020041221088+20250827122555+Fiji-Nadi-LTE-DL-D!20250827113546,Fiji-Nadi-LTE-DL-D,2025-08-27 01:35:29+02:00,2025-08-27 01:35:30+02:00,1,2,2.0,2.0,90.8,78.18,68.06,68.06,90.54,90.54,1,2,1,0,False,ca_underperformance,ml_hgb_resource_conditioned_underperformance,capability,ECI:1072446.0,1072446.0,394.0,40790.0,41.0,-17.77219751,177.42439854,-17.7722805,177.42432039,1.0,0.5,1.0,19.67,55.96,87.43,70.12,High,70.12,70.12,55.96,87.43,19.67
INC-000824,542020041221088+20250828104547+Fiji-Nadi-LTE-DL-D!20250828104505,Fiji-Nadi-LTE-DL-D,2025-08-28 00:44:59+02:00,2025-08-28 00:45:01+02:00,1,3,3.0,3.0,97.52,80.26,79.93,79.93,80.66,80.66,0,3,3,0,False,ca_underperformance,normal,capability,ECI:1081630.0,1081630.0,354.0,1850.0,3.0,-17.63571369,177.43134255,-17.6360463,177.4315022,2.0,0.0,1.0,26.17,66.49,74.53,70.11,High,70.11,70.11,66.49,74.53,26.17
INC-000343,542020041221088+20250827123938+Fiji-Nadi-LTE-DL-D!20250827115735,Fiji-Nadi-LTE-DL-D,2025-08-27 01:57:32+02:00,2025-08-27 01:57:32+02:00,1,1,1.0,1.0,82.09,75.88,56.14,56.14,100.0,100.0,1,1,0,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1066772.0,1066772.0,157.0,500.0,1.0,-17.7713502,177.3718861,-17.7713502,177.3718861,0.0,1.0,1.0,13.17,45.4,100.0,69.97,High,69.97,69.97,45.4,100.0,13.17
INC-001057,542020041221088+20250828125203+Fiji-Nadi-LTE-DL-D!20250828125121,Fiji-Nadi-LTE-DL-D,2025-08-28 02:49:39+02:00,2025-08-28 02:49:40+02:00,1,2,2.0,2.0,90.16,77.92,67.01,67.01,91.26,91.26,1,2,1,0,True,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:3640375.0,3640375.0,167.0,40988.0,41.0,-17.63040005,177.45343209,-17.6304067,177.45354,1.0,0.5,1.0,19.67,55.18,88.01,69.95,High,69.95,69.95,55.18,88.01,19.67
INC-000074,542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,Fiji-Nadi-LTE-DL-D,2025-08-27 00:21:17+02:00,2025-08-27 00:21:17+02:00,1,1,1.0,1.0,81.65,75.54,55.8,55.8,99.68,99.68,1,1,0,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1064756.0,1064756.0,149.0,41186.0,41.0,-17.80910029,177.41300548,-17.80910029,177.41300548,0.0,1.0,1.0,13.17,45.14,99.74,69.71,High,69.71,69.71,45.14,99.74,13.17
INC-000257,542020041221088+20250827122555+Fiji-Nadi-LTE-DL-D!20250827113546,Fiji-Nadi-LTE-DL-D,2025-08-27 01:34:37+02:00,2025-08-27 01:34:38+02:00,1,2,2.0,2.0,78.37,73.93,52.61,52.61,100.0,100.0,2,2,0,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1072446.0,1072446.0,394.0,40790.0,41.0,-17.76809704,177.42833129,-17.7682457,177.4281939,1.0,1.0,1.0,19.67,44.38,100.0,69.41,High,69.41,69.41,44.38,100.0,19.67
INC-000447,542020041221088+20250827133907+Fiji-Nadi-LTE-DL-D!20250827130324,Fiji-Nadi-LTE-DL-D,2025-08-27 03:02:40+02:00,2025-08-27 03:02:44+02:00,1,5,5.0,5.0,80.84,77.15,80.0,80.0,73.66,73.66,0,5,5,0,True,radio_limited_degradation,normal,radio,ECI:1067828.0,1067828.0,127.0,41186.0,41.0,-17.78510628,177.4281874,-17.78475432,177.42827706,4.0,0.0,1.0,39.17,69.79,68.93,69.4,High,69.4,69.4,69.79,68.93,39.17
INC-000281,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:41:04+02:00,2025-08-27 01:41:12+02:00,1,8,8.0,7.0,82.52,75.02,91.29,91.29,55.13,55.13,0,8,8,0,True,radio_limited_degradation,normal,radio,ECI:1065271.0,1065271.0,146.0,41384.0,41.0,-17.7967194,177.4075212,-17.7967214,177.407518,8.0,0.0,1.0,53.67,81.89,54.1,69.38,High,69.38,69.38,81.89,54.1,53.67
INC-000554,542020041221088+20250827140149+Fiji-Nadi-LTE-DL-D!20250827134245,Fiji-Nadi-LTE-DL-D,2025-08-27 03:42:40+02:00,2025-08-27 03:42:41+02:00,1,2,2.0,2.0,84.55,76.91,65.24,65.24,91.17,91.17,1,2,1,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,temporal,ECI:1069373.0,1069373.0,135.0,40790.0,41.0,-17.7705915,177.4031588,-17.7706246,177.4032263,1.0,0.5,1.0,19.67,53.85,87.94,69.19,High,69.19,69.19,53.85,87.94,19.67
INC-000743,542020041221088+20250827160834+Fiji-Nadi-LTE-DL-D!20250827160146,Fiji-Nadi-LTE-DL-D,2025-08-27 06:00:04+02:00,2025-08-27 06:00:04+02:00,1,1,1.0,1.0,80.66,74.8,54.49,54.49,99.63,99.63,1,1,0,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1070391.0,1070391.0,470.0,41384.0,41.0,-17.80666484,177.45235495,-17.80666484,177.45235495,0.0,1.0,1.0,13.17,44.16,99.7,69.15,High,69.15,69.15,44.16,99.7,13.17
INC-000588,542020041221088+20250827141110+Fiji-Nadi-LTE-DL-D!20250827140445,Fiji-Nadi-LTE-DL-D,2025-08-27 04:02:43+02:00,2025-08-27 04:02:43+02:00,1,1,1.0,1.0,80.59,74.75,54.09,54.09,100.0,100.0,1,1,0,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,resource,EARFCN:41186.0|PCI:124.0,,124.0,41186.0,41.0,-17.76493678,177.44729012,-17.76493678,177.44729012,0.0,1.0,1.0,13.17,43.86,100.0,69.12,High,69.12,69.12,43.86,100.0,13.17
INC-000453,542020041221088+20250827134107+Fiji-Nadi-LTE-DL-D!20250827130537,Fiji-Nadi-LTE-DL-D,2025-08-27 03:04:30+02:00,2025-08-27 03:04:31+02:00,1,2,2.0,2.0,81.61,76.79,65.88,65.88,90.12,90.12,1,2,1,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,resource,ECI:1065535.0,1065535.0,394.0,40988.0,41.0,-17.78084762,177.43257236,-17.78085269,177.43263587,1.0,0.5,1.0,19.67,54.33,87.1,69.07,High,69.07,69.07,54.33,87.1,19.67
INC-000034,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,Fiji-Nadi-LTE-DL-D,2025-08-26 23:47:09+02:00,2025-08-26 23:47:10+02:00,1,2,2.0,2.0,90.58,76.68,66.65,66.65,88.94,88.94,1,2,1,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1067570.0,1067570.0,151.0,41186.0,41.0,-17.8116013,177.3998509,-17.8116013,177.3998509,1.0,0.5,1.0,19.67,54.9,86.15,68.97,High,68.97,68.97,54.9,86.15,19.67
INC-001168,542020041221088+20250828133115+Fiji-Nadi-LTE-DL-D!20250828132346,Fiji-Nadi-LTE-DL-D,2025-08-28 03:23:16+02:00,2025-08-28 03:23:16+02:00,1,1,1.0,1.0,80.28,74.52,53.68,53.68,100.0,100.0,1,1,0,0,True,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:3638808.0,3638808.0,254.0,500.0,1.0,-17.6273783,177.4640027,-17.6273783,177.4640027,0.0,1.0,1.0,13.17,43.55,100.0,68.95,High,68.95,68.95,43.55,100.0,13.17
INC-000653,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:12:02+02:00,2025-08-27 05:12:03+02:00,1,2,2.0,2.0,81.58,76.61,65.36,65.36,90.35,90.35,1,2,1,0,True,radio_limited_degradation,ml_quantile_p75_resource_underperformance,resource,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,-17.75362788,177.45288028,-17.7536245,177.4530027,1.0,0.5,1.0,19.67,53.94,87.28,68.94,High,68.94,68.94,53.94,87.28,19.67
INC-001151,542020041221088+20250828132555+Fiji-Nadi-LTE-DL-D!20250828131914,Fiji-Nadi-LTE-DL-D,2025-08-28 03:17:59+02:00,2025-08-28 03:18:00+02:00,1,2,2.0,2.0,88.87,76.56,65.27,65.27,90.36,90.36,1,2,1,0,True,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:3638847.0,3638847.0,253.0,41384.0,41.0,-17.62308663,177.46674857,-17.6229909,177.46680211,1.0,0.5,1.0,19.67,53.87,87.29,68.91,High,68.91,68.91,53.87,87.29,19.67
INC-000789,542020041221088+20250828103047+Fiji-Nadi-LTE-DL-D!20250828102736,Fiji-Nadi-LTE-DL-D,2025-08-28 00:25:39+02:00,2025-08-28 00:25:40+02:00,1,2,2.0,2.0,87.84,76.52,65.2,65.2,90.35,90.35,1,2,1,0,True,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1066294.0,1066294.0,487.0,41384.0,41.0,-17.73227077,177.4574637,-17.7321309,177.4572045,1.0,0.5,1.0,19.67,53.82,87.28,68.88,High,68.88,68.88,53.82,87.28,19.67
INC-000242,542020041221088+20250827122034+Fiji-Nadi-LTE-DL-D!20250827113125,Fiji-Nadi-LTE-DL-D,2025-08-27 01:30:59+02:00,2025-08-27 01:30:59+02:00,1,1,1.0,1.0,97.65,80.8,77.36,77.36,85.0,85.0,0,1,1,0,False,ca_underperformance,ml_severe_quantile_p75_resource_underperformance,capability,ECI:1072439.0,1072439.0,394.0,41384.0,41.0,-17.7698283,177.42659,-17.7698283,177.42659,0.0,0.0,1.0,13.17,61.31,78.0,68.82,High,68.82,68.82,61.31,78.0,13.17
INC-000486,542020041221088+20250827134607+Fiji-Nadi-LTE-DL-D!20250827131425,Fiji-Nadi-LTE-DL-D,2025-08-27 03:12:34+02:00,2025-08-27 03:12:36+02:00,1,3,3.0,3.0,85.55,76.33,68.49,68.49,85.91,85.91,1,3,2,0,False,rolling_local_drop,normal,temporal,ECI:1067060.0,1067060.0,129.0,41186.0,41.0,-17.7754463,177.4326012,-17.77541211,177.43255691,2.0,0.3333333333333333,1.0,26.17,57.91,82.06,68.78,High,68.78,68.78,57.91,82.06,26.17
INC-001227,542020041221088+20250828135857+Fiji-Nadi-LTE-DL-D!20250828135526,Fiji-Nadi-LTE-DL-D,2025-08-28 03:54:23+02:00,2025-08-28 03:54:23+02:00,1,1,1.0,1.0,79.8,74.16,53.1,53.1,99.9,99.9,1,1,0,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1082166.0,1082166.0,140.0,41384.0,41.0,-17.6109494,177.4504843,-17.6109494,177.4504843,0.0,1.0,1.0,13.17,43.12,99.92,68.68,High,68.68,68.68,43.12,99.92,13.17
INC-000732,542020041221088+20250827160414+Fiji-Nadi-LTE-DL-D!20250827155722,Fiji-Nadi-LTE-DL-D,2025-08-27 05:55:19+02:00,2025-08-27 05:55:19+02:00,1,1,1.0,1.0,79.28,73.77,52.31,52.31,100.0,100.0,1,1,0,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,resource,ECI:1073216.0,1073216.0,430.0,40988.0,41.0,-17.79589025,177.44698443,-17.79589025,177.44698443,0.0,1.0,1.0,13.17,42.52,100.0,68.39,High,68.39,68.39,42.52,100.0,13.17
INC-000530,542020041221088+20250827135549+Fiji-Nadi-LTE-DL-D!20250827133724,Fiji-Nadi-LTE-DL-D,2025-08-27 03:36:27+02:00,2025-08-27 03:36:29+02:00,1,3,3.0,3.0,88.6,75.69,66.16,66.16,87.34,87.34,1,3,2,0,False,ca_underperformance,ml_hgb_resource_conditioned_underperformance,capability,ECI:1065524.0,1065524.0,133.0,41186.0,41.0,-17.7851352,177.4228935,-17.78507887,177.4228236,2.0,0.3333333333333333,1.0,26.17,56.16,83.21,68.33,High,68.33,68.33,56.16,83.21,26.17
INC-000495,542020041221088+20250827134808+Fiji-Nadi-LTE-DL-D!20250827131638,Fiji-Nadi-LTE-DL-D,2025-08-27 03:15:38+02:00,2025-08-27 03:15:40+02:00,1,3,3.0,3.0,96.58,77.87,76.86,76.86,79.11,79.11,0,3,3,0,False,ca_underperformance,normal,capability,ECI:1072445.0,1072445.0,395.0,40790.0,41.0,-17.7682506,177.4351813,-17.76829874,177.43523972,2.0,0.0,1.0,26.17,64.19,73.29,68.28,High,68.28,68.28,64.19,73.29,26.17
INC-000580,542020041221088+20250827140850+Fiji-Nadi-LTE-DL-D!20250827140234,Fiji-Nadi-LTE-DL-D,2025-08-27 04:01:01+02:00,2025-08-27 04:01:03+02:00,1,3,3.0,3.0,90.61,77.69,76.04,76.04,79.7,79.7,0,3,3,0,True,radio_limited_degradation,normal,temporal,ECI:1066034.0,1066034.0,124.0,41186.0,41.0,-17.7665226,177.44771125,-17.7665226,177.44771125,2.0,0.0,1.0,26.17,63.57,73.76,68.16,High,68.16,68.16,63.57,73.76,26.17
INC-000350,542020041221088+20250827131243+Fiji-Nadi-LTE-DL-D!20250827120629,Fiji-Nadi-LTE-DL-D,2025-08-27 02:04:27+02:00,2025-08-27 02:04:27+02:00,1,1,1.0,1.0,78.87,73.46,51.81,51.81,99.93,99.93,1,1,0,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,resource,EARFCN:40988.0|PCI:158.0,,158.0,40988.0,41.0,-17.7755483,177.3755514,-17.7755483,177.3755514,0.0,1.0,1.0,13.17,42.15,99.94,68.16,High,68.16,68.16,42.15,99.94,13.17
INC-001099,542020041221088+20250828130044+Fiji-Nadi-LTE-DL-D!20250828130012,Fiji-Nadi-LTE-DL-D,2025-08-28 02:59:42+02:00,2025-08-28 02:59:42+02:00,1,1,1.0,1.0,78.84,73.44,51.71,51.71,100.0,100.0,1,1,0,0,True,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,resource,ECI:3640345.0,3640345.0,275.0,500.0,1.0,-17.6285503,177.4569063,-17.6285503,177.4569063,0.0,1.0,1.0,13.17,42.08,100.0,68.14,High,68.14,68.14,42.08,100.0,13.17
INC-000598,542020041221088+20250827141150+Fiji-Nadi-LTE-DL-D!20250827140658,Fiji-Nadi-LTE-DL-D,2025-08-27 04:05:14+02:00,2025-08-27 04:05:14+02:00,1,1,1.0,1.0,78.67,73.31,51.47,51.47,100.0,100.0,1,1,0,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,resource,ECI:1066036.0,1066036.0,125.0,41186.0,41.0,-17.76525337,177.44356735,-17.76525337,177.44356735,0.0,1.0,1.0,13.17,41.9,100.0,68.04,High,68.04,68.04,41.9,100.0,13.17
INC-000026,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,Fiji-Nadi-LTE-DL-D,2025-08-26 23:45:51+02:00,2025-08-26 23:45:52+02:00,1,2,2.0,2.0,86.12,75.33,62.81,62.81,90.64,90.64,1,2,1,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1067570.0,1067570.0,151.0,41186.0,41.0,-17.81160131,177.39985085,-17.81160131,177.39985085,1.0,0.5,1.0,19.67,52.02,87.51,67.99,High,67.99,67.99,52.02,87.51,19.67
INC-000647,542020041221088+20250827151132+Fiji-Nadi-LTE-DL-D!20250827151053,Fiji-Nadi-LTE-DL-D,2025-08-27 05:10:45+02:00,2025-08-27 05:10:53+02:00,2,5,5.0,3.0,90.55,75.77,76.12,75.86,75.98,74.17,0,5,5,0,True,radio_limited_degradation,ml_hgb_strict_causal_temporal_underperformance,temporal,ECI:3625800.0,3625800.0,114.0,9310.0,28.0,-17.7537383,177.4508364,-17.75362351,177.45086778,8.0,0.0,1.0,35.83,65.97,70.24,67.89,High,67.89,67.89,65.97,70.24,35.83
INC-001190,542020041221088+20250828134116+Fiji-Nadi-LTE-DL-D!20250828133502,Fiji-Nadi-LTE-DL-D,2025-08-28 03:33:52+02:00,2025-08-28 03:33:52+02:00,1,1,1.0,1.0,78.3,73.03,50.97,50.97,100.0,100.0,1,1,0,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:3638837.0,3638837.0,253.0,40988.0,41.0,-17.6166508,177.464943,-17.6166508,177.464943,0.0,1.0,1.0,13.17,41.52,100.0,67.84,High,67.84,67.84,41.52,100.0,13.17
INC-000262,542020041221088+20250827122555+Fiji-Nadi-LTE-DL-D!20250827113546,Fiji-Nadi-LTE-DL-D,2025-08-27 01:35:41+02:00,2025-08-27 01:35:46+02:00,1,4,4.0,3.0,96.61,76.9,73.3,73.3,81.31,81.31,1,3,3,0,False,rolling_local_drop,normal,capability,ECI:1072446.0,1072446.0,394.0,40790.0,41.0,-17.773293,177.4233524,-17.77362209,177.42303408,5.0,0.25,0.75,27.67,61.89,75.05,67.81,High,67.81,67.81,61.89,75.05,27.67
INC-001076,542020041221088+20250828125404+Fiji-Nadi-LTE-DL-D!20250828125334,Fiji-Nadi-LTE-DL-D,2025-08-28 02:52:49+02:00,2025-08-28 02:52:51+02:00,1,3,3.0,3.0,88.37,79.25,80.66,80.66,77.53,77.53,1,1,2,0,True,radio_limited_degradation,normal,radio,ECI:3640375.0,3640375.0,275.0,40988.0,41.0,-17.6319169,177.45430937,-17.63173964,177.4543309,2.0,0.3333333333333333,0.3333333333333333,26.17,67.04,68.69,67.78,High,67.78,67.78,67.04,68.69,26.17
INC-000996,542020041221088+20250828123602+Fiji-Nadi-LTE-DL-D!20250828123538,Fiji-Nadi-LTE-DL-D,2025-08-28 02:33:36+02:00,2025-08-28 02:33:46+02:00,3,4,4.0,2.0,83.54,76.96,58.11,54.776666666666664,100.0,82.82,1,4,3,0,True,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:3643080.0,3643080.0,310.0,356.0,1.0,-17.6293643,177.440522,-17.6294765,177.4403797,10.0,0.25,1.0,36.0,51.58,87.35,67.68,High,67.68,67.68,51.58,87.35,36.0
INC-001004,542020041221088+20250828123602+Fiji-Nadi-LTE-DL-D!20250828123538,Fiji-Nadi-LTE-DL-D,2025-08-28 02:35:34+02:00,2025-08-28 02:35:35+02:00,1,2,2.0,2.0,89.93,74.92,64.02,64.02,88.24,88.24,1,2,1,0,True,ca_underperformance,ml_quantile_p75_resource_underperformance,temporal,ECI:1081653.0,1081653.0,315.0,41384.0,41.0,-17.6314245,177.4412187,-17.6314469,177.4412981,1.0,0.5,1.0,19.67,52.93,85.59,67.63,High,67.63,67.63,52.93,85.59,19.67
INC-000062,542020041221088+20250827100525+Fiji-Nadi-LTE-DL-D!20250827100437,Fiji-Nadi-LTE-DL-D,2025-08-27 00:03:31+02:00,2025-08-27 00:03:32+02:00,1,2,2.0,2.0,80.72,74.84,63.2,63.2,89.07,89.07,1,2,1,0,True,radio_limited_degradation,ml_quantile_p75_resource_underperformance,temporal,ECI:1064755.0,1064755.0,148.0,41186.0,41.0,-17.807038,177.4225792,-17.807038,177.4225792,1.0,0.5,1.0,19.67,52.32,86.26,67.59,High,67.59,67.59,52.32,86.26,19.67
INC-000457,542020041221088+20250827134107+Fiji-Nadi-LTE-DL-D!20250827130537,Fiji-Nadi-LTE-DL-D,2025-08-27 03:05:03+02:00,2025-08-27 03:05:08+02:00,2,2,2.0,1.0,98.96,81.78,79.14,64.47,85.0,79.175,0,2,2,0,False,ca_underperformance,ml_severe_quantile_p75_resource_underperformance,temporal,ECI:1072704.0,1072704.0,395.0,40988.0,41.0,-17.78094487,177.43379258,-17.78094586,177.43368277,5.0,0.0,1.0,21.33,60.29,76.25,67.47,High,67.47,67.47,60.29,76.25,21.33
INC-000144,542020041221088+20250827105427+Fiji-Nadi-LTE-DL-D!20250827104733,Fiji-Nadi-LTE-DL-D,2025-08-27 00:45:44+02:00,2025-08-27 00:45:45+02:00,1,2,2.0,2.0,84.76,74.62,61.3,61.3,90.89,90.89,1,2,1,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1067841.0,1067841.0,127.0,40988.0,41.0,-17.7809259,177.4515087,-17.78092581,177.45150816,1.0,0.5,1.0,19.67,50.89,87.71,67.46,High,67.46,67.46,50.89,87.71,19.67
INC-001007,542020041221088+20250828123823+Fiji-Nadi-LTE-DL-D!20250828123754,Fiji-Nadi-LTE-DL-D,2025-08-28 02:36:04+02:00,2025-08-28 02:36:07+02:00,1,4,4.0,4.0,80.17,73.86,64.74,64.74,85.01,85.01,1,4,3,0,False,rolling_local_drop,normal,temporal,ECI:3642943.0,3642943.0,313.0,41384.0,41.0,-17.6304788,177.4424883,-17.6301757,177.4424708,3.0,0.25,1.0,32.67,56.72,80.51,67.43,High,67.43,67.43,56.72,80.51,32.67
INC-001109,542020041221088+20250828130244+Fiji-Nadi-LTE-DL-D!20250828130228,Fiji-Nadi-LTE-DL-D,2025-08-28 03:02:16+02:00,2025-08-28 03:02:17+02:00,1,2,2.0,2.0,78.65,74.61,62.66,62.66,89.21,89.21,1,2,1,0,False,sudden_drop,ml_quantile_p75_resource_underperformance,resource,ECI:3640372.0,3640372.0,272.0,40790.0,41.0,-17.63045314,177.45386322,-17.63048628,177.45396579,1.0,0.5,1.0,19.67,51.91,86.37,67.42,High,67.42,67.42,51.91,86.37,19.67
INC-000461,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,Fiji-Nadi-LTE-DL-D,2025-08-27 03:06:08+02:00,2025-08-27 03:06:10+02:00,1,3,3.0,3.0,93.71,76.59,76.74,76.74,76.41,76.41,0,3,3,0,True,rolling_local_drop,normal,temporal,ECI:1072702.0,1072702.0,394.0,40790.0,41.0,-17.7807834,177.4310874,-17.78077724,177.43100443,2.0,0.0,1.0,26.17,64.1,71.13,67.26,High,67.26,67.26,64.1,71.13,26.17
INC-001334,542020041221088+20250828144319+Fiji-Nadi-LTE-DL-D!20250828144243,Fiji-Nadi-LTE-DL-D,2025-08-28 04:42:29+02:00,2025-08-28 04:42:29+02:00,1,1,1.0,1.0,77.53,72.46,57.91,57.91,90.24,90.24,1,1,0,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1081652.0,1081652.0,356.0,41186.0,41.0,-17.6341994,177.4288984,-17.6341994,177.4288984,0.0,1.0,1.0,13.17,46.72,92.19,67.19,High,67.19,67.19,46.72,92.19,13.17
INC-000192,542020041221088+20250827112649+Fiji-Nadi-LTE-DL-D!20250827110516,Fiji-Nadi-LTE-DL-D,2025-08-27 01:03:37+02:00,2025-08-27 01:03:43+02:00,1,7,7.0,7.0,78.12,72.82,78.57,78.57,65.79,65.79,0,6,7,0,True,ca_underperformance,normal,capability,ECI:1073460.0,1073460.0,82.0,41186.0,41.0,-17.7702401,177.4874639,-17.7696383,177.4876428,6.0,0.0,0.8571428571428571,52.17,71.97,61.2,67.13,High,67.13,67.13,71.97,61.2,52.17
INC-000060,542020041221088+20250827100345+Fiji-Nadi-LTE-DL-D!20250827100319,Fiji-Nadi-LTE-DL-D,2025-08-27 00:02:23+02:00,2025-08-27 00:02:25+02:00,1,3,3.0,3.0,86.29,74.11,64.14,64.14,86.3,86.3,1,3,2,0,True,ca_underperformance,normal,capability,ECI:1064755.0,1064755.0,148.0,41186.0,41.0,-17.80703805,177.42257921,-17.80703805,177.42257921,2.0,0.3333333333333333,1.0,26.17,54.65,82.37,67.12,High,67.12,67.12,54.65,82.37,26.17
