serving_cell_key,rows,sessions,median_tp_mbps,p10_tp_mbps,mean_tp_mbps,low_tp_pct,stat_anomaly_pct,rca_handoff_pct,median_p75_gap_mbps,p90_p75_gap_mbps,median_rsrp_dbm,median_rsrq_db,median_sinr_db,median_cqi,median_mcs,median_bler_pct,p90_bler_pct,median_rb_usage,median_tp_per_rb,approx_observation_latitude,approx_observation_longitude,gps_observation_rows,median_tp_badness,p10_tp_badness,anomaly_rate_badness,p75_gap_badness,cqi_badness,mcs_badness,bler_badness,sinr_badness,rsrq_badness,rsrp_badness,bad_entity_score_0_100,entity_label,bad_entity_rank,bad_entity_percentile,bad_entity_candidate_flag,rank_reliability,serving_pci,serving_eci,serving_earfcn,serving_band
ECI:1076289.0,194,4,11.740904,4.0923632,13.972720135051546,37.628865979381445,43.29896907216495,28.865979381443296,25.984392750000005,57.36446420000001,-102.865735,-10.747864,9.9489645,7.0,16.0,8.4001695,13.338279300000005,77.0,0.17011745714285714,-17.615396255,177.46400565,194,0.929368029739777,0.7211895910780669,0.8810408921933085,0.7286245353159851,0.8736059479553904,0.7118959107806692,0.7026022304832714,0.6728624535315985,0.6356877323420075,0.7955390334572491,80.26,cell_key,21,92.57,True,HIGH,179.0,1076289.0,40988.0,41.0
ECI:1077825.0,184,8,6.288084,1.0284432000000001,8.10917422429348,72.28260869565217,77.17391304347827,61.95652173913043,62.72755699999999,99.91152525,-92.36057249999999,-10.862463,12.278529500000001,9.0,17.0,6.944144,15.366931500000002,101.0,0.06851731713900136,-17.6325643,177.4543708,184,0.966542750929368,0.8810408921933085,0.9628252788104089,0.9776951672862454,0.5892193308550185,0.6449814126394052,0.5390334572490706,0.5241635687732342,0.654275092936803,0.35315985130111527,79.94,cell_key,22,92.19,True,HIGH,167.0,1077825.0,40988.0,41.0
ECI:3636029.0,149,4,13.81016,5.8643888,16.778832013422818,37.58389261744966,39.59731543624161,22.818791946308725,57.702523,85.27290560000002,-92.92848,-10.355392,12.049462,8.0,15.0,9.782609,11.634292600000002,41.0,0.33043616,-17.6241006,177.4550852,149,0.8884758364312267,0.6505576208178439,0.8475836431226765,0.966542750929368,0.7397769516728625,0.775092936802974,0.9107806691449815,0.5390334572490706,0.5650557620817844,0.3754646840148699,79.65,cell_key,23,91.82,True,HIGH,231.0,3636029.0,41186.0,41.0
ECI:1064992.0,811,14,18.313736,2.048312,18.933855577428485,26.263871763255242,29.099876695437732,18.7422934648582,9.887304250000003,25.882608250000004,-105.96521,-11.054534,4.2872095,5.0,14.0,8.701855,17.870722,113.0,0.1670785714285714,-17.8128905,177.4432643,811,0.8141263940520446,0.8215613382899628,0.7063197026022305,0.4163568773234201,0.9944237918215614,0.8345724907063197,0.7806691449814126,0.9739776951672863,0.6914498141263941,0.8810408921933085,78.36,cell_key,25,91.08,True,HIGH,469.0,1064992.0,1850.0,3.0
ECI:1076429.0,128,3,6.88853985,2.3978952,8.8534269140625,63.28125,63.28125,35.15625,15.782541875000001,37.4446112,-100.59382500000001,-10.6905355,6.699628000000001,6.0,3.5,0.0,25.0,77.0,0.09675337863247863,-17.60973323,177.462074195,128,0.9628252788104089,0.8066914498141264,0.9405204460966543,0.5390334572490706,0.9553903345724907,1.0,0.0037174721189591076,0.8847583643122676,0.6245353159851301,0.7286245353159851,78.22,cell_key,26,90.71,True,HIGH,375.0,1076429.0,356.0,1.0
ECI:1064982.0,90,4,15.376695999999999,6.5627944000000005,22.44492241111111,30.0,34.44444444444444,22.22222222222222,11.502550999999999,28.95286920000002,-108.53349,-11.158778,4.958648,7.0,12.0,8.83412,14.6684681,94.5,0.1970231381118881,-17.8128905,177.4432647,90,0.8661710037174721,0.6171003717472119,0.7806691449814126,0.44981412639405205,0.8736059479553904,0.9089219330855018,0.8066914498141264,0.9553903345724907,0.7063197026022305,0.9368029739776952,78.21,cell_key,27,90.33,True,MEDIUM,469.0,1064982.0,500.0,1.0
ECI:1076266.0,120,3,13.59792775,6.702072,13.979253898333333,28.333333333333332,30.0,17.5,7.274289249999997,14.129084999999998,-109.352147,-12.577621,4.947599,6.0,17.0,10.6738725,14.6376085,69.0,0.195971387012987,-17.60476571,177.461137,120,0.895910780669145,0.6022304832713755,0.7230483271375465,0.34944237918215615,0.9553903345724907,0.6449814126394052,0.9516728624535316,0.9591078066914498,0.9070631970260223,0.9553903345724907,78.04,cell_key,28,89.96,False,HIGH,373.0,1076266.0,40790.0,41.0
ECI:1071637.0,139,5,13.008504,3.8328208,14.352511808629497,34.53237410071942,35.97122302158273,26.618705035971225,58.856846999999995,79.80096359999999,-102.5724,-10.104579,10.222341,10.0,17.0,8.6903305,12.1757712,81.0,0.17487048958333332,-17.80922097,177.43263486,139,0.9033457249070632,0.7323420074349443,0.8066914498141264,0.9702602230483272,0.44052044609665425,0.6449814126394052,0.7769516728624535,0.6579925650557621,0.5092936802973977,0.79182156133829,76.46,cell_key,32,88.48,False,HIGH,395.0,1071637.0,500.0,1.0
ECI:1067152.0,84,2,28.23748,0.0351216,25.719828190452382,26.190476190476193,27.380952380952383,16.666666666666664,-1.329073499999998,18.1595646,-111.82329,-12.297926,5.5020185,6.0,13.0,9.586003,15.3883689,96.0,0.2509222615755032,-17.78877476,177.44170807,84,0.724907063197026,0.9739776951672863,0.6765799256505576,0.11152416356877323,0.9553903345724907,0.8773234200743495,0.9033457249070632,0.9219330855018587,0.8773234200743495,0.9851301115241635,76.34,cell_key,33,88.1,False,MEDIUM,340.0,1067152.0,41384.0,41.0
ECI:1076279.0,97,3,15.498872,4.6077328,17.566882915463918,35.051546391752574,46.391752577319586,29.896907216494846,29.777895,67.79471930000001,-103.68619,-11.442307,9.446671,8.0,15.0,4.7115383,10.251461800000001,119.0,0.1479336,-17.614366,177.4625402,97,0.862453531598513,0.7063197026022305,0.8996282527881041,0.7695167286245354,0.7397769516728625,0.775092936802974,0.3828996282527881,0.7100371747211895,0.7695167286245354,0.8215613382899628,75.84,cell_key,35,87.36,False,MEDIUM,179.0,1076279.0,41384.0,41.0
ECI:1069080.0,65,4,8.357544,2.5839232,11.659226499999999,55.38461538461539,55.38461538461539,43.07692307692308,3.972923999999999,38.835321900000004,-111.24687,-10.054768,8.073255,9.0,13.0,8.08668,14.5171316,45.0,0.15448615384615383,-17.7962261,177.3991866,65,0.9442379182156134,0.7955390334572491,0.929368029739777,0.24907063197026022,0.5892193308550185,0.8773234200743495,0.620817843866171,0.8215613382899628,0.4795539033457249,0.9814126394052045,75.65,cell_key,36,86.99,False,MEDIUM,140.0,1069080.0,356.0,1.0
